9,0,13
18,1200000,15
28,1200000,16
110,0,14
110,0,11
110,10,17
116,10,18
116,0,13
125,1200000,15
135,1200000,16
135,0,14
135,0,11
135,10,17
141,10,18
141,0,13
150,1200000,15
160,1200000,16
160,0,14
160,0,11
160,10,17
166,10,18
166,0,13
175,1200000,15
185,1200000,16
185,0,14
185,0,11
185,10,17
192,10,18
192,0,13
200,1200000,15
211,1200000,16
211,0,14
211,0,11
211,10,17
217,10,18
217,0,13
226,1200000,15
236,1200000,16
236,0,14
236,0,11
236,10,17
242,10,18
242,0,13
251,1200000,15
261,1200000,16
261,0,14
261,0,11
261,10,17
267,10,18
267,0,13
276,1200000,15
286,1200000,16
286,0,14
286,0,11
286,10,17
292,10,18
292,0,13
301,1200000,15
311,1200000,16
311,0,14
311,0,11
311,10,17
317,10,18
317,0,13
326,1200000,15
336,1200000,16
336,0,14
336,0,11
336,10,17
343,10,18
343,0,13
352,1200000,15
362,1200000,16
362,0,14
362,0,11
362,10,17
368,10,18
368,0,13
377,1200000,15
387,1200000,16
387,0,14
387,0,11
387,10,17
393,10,18
393,0,13
403,1200000,15
412,1200000,16
412,0,14
412,0,11
412,10,17
418,10,18
418,0,13
427,1200000,15
437,1200000,16
437,0,14
437,0,11
437,10,17
444,10,18
444,0,13
452,1200000,15
463,1200000,16
463,0,14
463,0,11
463,10,17
469,10,18
469,0,13
478,1200000,15
488,1200000,16
488,0,14
488,0,11
488,10,17
494,10,18
494,0,13
503,1200000,15
513,1200000,16
513,0,14
513,0,11
513,10,17
520,10,18
520,0,13
528,1200000,15
539,1200000,16
539,0,14
539,0,11
539,10,17
545,10,18
545,0,13
554,1200000,15
564,1200000,16
564,0,14
564,0,11
564,10,17
570,10,18
570,0,13
579,1200000,15
589,1200000,16
589,0,14
589,0,11
589,10,17
596,10,18
596,0,13
605,1200000,15
615,1200000,16
615,0,14
615,0,11
615,10,17
621,10,18
621,0,13
630,1200000,15
640,1200000,16
640,0,14
640,0,11
640,10,17
646,10,18
646,0,13
655,1200000,15
665,1200000,16
665,0,14
665,0,11
665,10,17
672,10,18
672,0,13
680,1200000,15
691,1200000,16
691,0,14
691,0,11
691,10,17
697,10,18
697,0,13
706,1200000,15
716,1200000,16
716,0,14
716,0,11
716,10,17
722,10,18
722,0,13
731,1200000,15
741,1200000,16
741,0,14
741,0,11
741,10,17
747,10,18
747,0,13
756,1200000,15
766,1200000,16
766,0,14
766,0,11
766,10,17
772,10,18
772,0,13
781,1200000,15
792,1200000,16
792,0,14
792,0,11
792,10,17
798,10,18
798,0,13
807,1200000,15
817,1200000,16
817,0,14
817,0,11
817,10,17
823,10,18
823,0,13
832,1200000,15
842,1200000,16
842,0,14
842,0,11
842,10,17
848,10,18
848,0,13
857,1200000,15
867,1200000,16
867,0,14
867,0,11
867,10,17
873,10,18
873,0,13
882,1200000,15
892,1200000,16
892,0,14
892,0,11
892,10,17
898,10,18
898,0,13
907,1200000,15
917,1200000,16
917,0,14
917,0,11
917,10,17
924,10,18
924,0,13
933,1200000,15
943,1200000,16
943,0,14
943,0,11
943,10,17
949,10,18
949,0,13
958,1200000,15
968,1200000,16
968,0,14
968,0,11
968,10,17
974,10,18
974,0,13
984,1200000,15
993,1200000,16
993,0,14
993,0,11
993,10,17
999,10,18
999,0,13
1008,1200000,15
1018,1200000,16
1018,0,14
1018,0,11
1018,10,17
1024,10,18
1025,0,13
1033,1200000,15
1044,1200000,16
1044,0,14
1044,0,11
1044,10,17
1050,10,18
1050,0,13
1058,1200000,15
1069,1200000,16
1069,0,14
1069,0,11
1069,10,17
1075,10,18
1075,0,13
1084,1200000,15
1094,1200000,16
1094,0,14
1094,0,11
1094,10,17
1100,10,18
1100,0,13
1109,1200000,15
1119,1200000,16
1119,0,14
1119,0,11
1119,10,17
1125,10,18
1125,0,13
1134,1200000,15
1144,1200000,16
1144,0,14
1144,0,11
1144,10,17
1151,10,18
1151,0,13
1159,1200000,15
1170,1200000,16
1170,0,14
1170,0,11
1170,10,17
1176,10,18
1176,0,13
1186,1200000,15
1195,1200000,16
1195,0,14
1195,0,11
1195,10,17
1201,10,18
1201,0,13
1210,1200000,15
1220,1200000,16
1220,0,14
1220,0,11
1220,10,17
1227,10,18
1227,0,13
1235,1200000,15
1246,1200000,16
1246,0,14
1246,0,11
1246,10,17
1252,10,18
1252,0,13
