205,46,45,46,45
400,45,45,46,46
594,45,46,46,46
789,46,46,46,46
984,46,46,46,46
1179,46,46,46,46
1373,46,46,46,46
1568,46,46,46,46
1762,47,46,46,47
1957,46,47,46,46
2152,47,47,47,47
2346,47,47,47,46
2541,47,47,47,47
2736,47,47,47,46
2930,47,47,46,47
3125,47,47,47,47
3320,47,47,47,47
3514,47,47,47,47
3709,47,47,47,47
3904,47,47,47,47
4098,47,47,47,47
4293,47,46,47,47
4488,47,47,47,47
4683,47,47,47,47
4877,47,47,48,47
5072,47,47,47,47
5267,47,47,47,47
5461,47,48,47,47
5656,48,47,47,47
5851,47,47,47,48
6046,47,47,47,47
6240,47,47,47,47
6435,47,48,47,48
6630,48,47,48,48
6825,47,48,48,47
7019,47,47,48,47
7214,48,48,48,47
7409,48,48,48,48
7603,47,47,47,47
7798,47,47,48,48
7993,48,48,47,48
8187,48,47,48,48
8382,48,48,48,47
8577,48,48,48,48
8771,48,47,48,48
8966,48,47,47,48
9161,48,48,47,48
9355,48,47,48,48
9550,48,47,47,48
9745,48,48,48,48
9940,48,48,47,47
10134,48,48,48,48
10329,48,48,47,48
10524,48,48,48,48
10718,48,47,48,48
10913,48,48,48,48
11108,48,48,48,48
11302,48,48,48,48
11497,48,48,48,48
11692,48,48,48,48
11886,48,48,48,48
12081,48,48,48,48
12276,48,48,48,48
12471,48,48,48,48
12665,48,48,48,48
12860,48,48,48,48
13055,48,48,48,48
13250,48,48,48,47
13445,48,48,48,48
13640,48,48,48,49
13834,48,48,48,48
14029,48,48,48,48
14224,48,48,48,48
14418,48,48,48,48
14613,48,48,48,48
14808,48,48,48,48
15002,48,48,48,48
15197,48,48,49,48
15392,49,48,48,48
15586,48,49,49,48
15781,48,48,48,48
15976,48,48,49,48
16170,48,48,48,48
16365,49,48,48,48
16560,49,48,49,48
16755,49,49,48,49
16949,49,48,48,48
17144,48,48,48,48
17339,49,48,49,49
17534,48,48,49,48
17728,49,48,48,49
17923,48,49,49,48
18118,49,48,48,48
18313,48,49,49,49
18507,49,49,49,48
18702,49,49,48,48
18897,48,48,49,48
19091,49,49,49,49
19308,49,49,49,49
19502,48,48,48,49
19697,48,49,48,49
19892,49,48,49,49
20087,48,49,49,49
20281,49,48,49,49
20476,49,49,49,49
20671,49,48,49,48
20865,49,48,49,48
21060,49,49,48,49
21255,49,48,49,49
21450,48,49,49,48
21644,49,49,49,49
21839,49,49,49,49
22034,49,49,49,49
22228,49,49,49,49
22423,49,49,49,49
22618,49,49,49,48
22812,48,49,49,49
23007,49,49,49,49
23202,48,49,49,49
23397,48,49,49,49
23592,49,49,49,49
23787,49,49,48,49
23981,49,49,48,49
24176,49,49,49,49
24371,48,49,49,49
24565,49,49,48,49
24760,49,49,49,49
24955,49,49,49,49
25149,49,48,49,49
25344,49,48,49,49
25539,49,49,49,49
25733,49,49,49,49
25928,49,49,49,48
26123,49,49,49,49
26317,49,49,49,49
26512,49,48,49,49
26707,49,49,49,49
26902,49,49,49,49
27096,49,49,49,49
27291,49,49,49,48
27486,49,49,49,49
27681,49,49,49,49
27876,49,49,49,49
28070,49,49,49,49
28265,49,49,49,49
28460,49,49,49,49
28655,49,49,49,49
28849,49,49,49,49
29044,49,49,49,49
29239,49,49,49,49
29433,49,49,49,49
