7,44,44,44,44
203,44,44,44,44
404,45,45,45,45
604,45,45,45,45
804,46,46,46,46
1009,46,46,46,46
1205,46,46,46,46
1405,46,46,46,46
1605,47,47,47,47
1806,47,47,47,47
2006,47,47,47,47
2202,47,47,47,47
2402,47,47,47,47
2603,47,47,47,47
2803,47,47,47,47
3003,47,47,47,47
3204,47,47,47,47
3408,47,47,47,47
3609,47,47,47,47
3809,47,47,47,47
4009,47,47,47,47
4205,47,47,47,47
4405,47,47,47,47
4606,47,47,47,47
4807,48,48,48,48
5007,48,48,48,48
5203,47,47,47,47
5408,47,47,47,47
5608,48,48,48,48
5809,48,48,48,48
6009,48,48,48,48
6205,48,48,48,48
6405,48,48,48,48
6605,48,48,48,48
6805,48,48,48,48
7006,48,48,48,48
7202,48,48,48,48
7407,48,48,48,48
7607,48,48,48,48
7812,48,48,48,48
8013,48,48,48,48
8213,48,48,48,48
8419,48,48,48,48
8619,48,48,48,48
8819,48,48,48,48
9016,48,48,48,48
9212,48,48,48,48
9405,48,48,48,48
9606,49,49,49,49
9805,49,49,49,49
10006,48,48,48,48
10206,48,48,48,48
10402,48,48,48,48
10603,48,48,48,48
10803,48,48,48,48
11003,48,48,48,48
11204,48,48,48,48
11408,48,48,48,48
11604,49,49,49,49
11809,49,49,49,49
12009,48,48,48,48
12209,48,48,48,48
12405,48,48,48,48
12606,48,48,48,48
12806,49,49,49,49
13006,49,49,49,49
13207,48,48,48,48
13402,48,48,48,48
13603,49,49,49,49
13808,49,49,49,49
14003,49,49,49,49
14204,49,49,49,49
14408,49,49,49,49
14609,49,49,49,49
14809,49,49,49,49
15009,49,49,49,49
15206,49,49,49,49
15405,49,49,49,49
15605,49,49,49,49
15802,49,49,49,49
16006,48,48,48,48
16212,48,48,48,48
16413,49,49,49,49
16606,49,49,49,49
16819,49,49,49,49
17019,49,49,49,49
17219,49,49,49,49
17404,49,49,49,49
17605,49,49,49,49
17805,49,49,49,49
18009,49,49,49,49
18205,49,49,49,49
18402,49,49,49,49
18610,49,49,49,49
18802,49,49,49,49
19002,49,49,49,49
19208,49,49,49,49
19407,49,49,49,49
19608,49,49,49,49
19808,49,49,49,49
20008,49,49,49,49
20204,49,49,49,49
20405,49,49,49,49
20605,49,49,49,49
20805,49,49,49,49
21005,49,49,49,49
21205,49,49,49,49
21410,49,49,49,49
21602,49,49,49,49
21802,49,49,49,49
22002,49,49,49,49
22207,50,50,50,50
22403,50,50,50,50
22603,50,50,50,50
22803,50,50,50,50
23004,50,50,50,50
23204,50,50,50,50
23409,50,50,50,50
23609,50,50,50,50
23814,50,50,50,50
24005,50,50,50,50
24205,50,50,50,50
24406,50,50,50,50
24607,50,50,50,50
24812,50,50,50,50
25012,50,50,50,50
25212,50,50,50,50
25408,50,50,50,50
25618,50,50,50,50
25818,50,50,50,50
26019,50,50,50,50
26219,50,50,50,50
26418,50,50,50,50
26609,50,50,50,50
26805,50,50,50,50
27005,50,50,50,50
27205,50,50,50,50
27406,50,50,50,50
27602,50,50,50,50
27802,50,50,50,50
28002,50,50,50,50
28203,50,50,50,50
28403,50,50,50,50
28603,50,50,50,50
28808,50,50,50,50
29008,50,50,50,50
29209,50,50,50,50
29409,50,50,50,50
29605,50,50,50,50
29805,50,50,50,50
30005,50,50,50,50
30206,50,50,50,50
30406,50,50,50,50
30602,50,50,50,50
30806,50,50,50,50
31002,50,50,50,50
31203,50,50,50,50
31403,50,50,50,50
31608,50,50,50,50
31808,50,50,50,50
32008,50,50,50,50
32209,50,50,50,50
32409,50,50,50,50
32605,50,50,50,50
32809,50,50,50,50
33006,50,50,50,50
33207,50,50,50,50
33407,50,50,50,50
33612,50,50,50,50
33813,50,50,50,50
34013,50,50,50,50
34213,50,50,50,50
34407,50,50,50,50
34604,50,50,50,50
34804,51,51,51,51
35009,51,51,51,51
35205,51,51,51,51
35405,51,51,51,51
35606,51,51,51,51
35801,51,51,51,51
36001,51,51,51,51
36202,51,51,51,51
36402,51,51,51,51
36607,51,51,51,51
36807,51,51,51,51
37008,51,51,51,51
37204,51,51,51,51
37408,51,51,51,51
37604,51,51,51,51
37804,51,51,51,51
38005,51,51,51,51
38205,51,51,51,51
38405,51,51,51,51
38610,51,51,51,51
38801,51,51,51,51
39002,51,51,51,51
39206,51,51,51,51
39402,51,51,51,51
39607,51,51,51,51
39807,51,51,51,51
40008,51,51,51,51
40208,51,51,51,51
40408,51,51,51,51
40604,51,51,51,51
40805,51,51,51,51
41005,51,51,51,51
41205,51,51,51,51
41406,51,51,51,51
41611,51,51,51,51
41807,51,51,51,51
42007,51,51,51,51
42207,51,51,51,51
42408,51,51,51,51
42608,51,51,51,51
42813,51,51,51,51
43013,51,51,51,51
43214,51,51,51,51
43409,51,51,51,51
43620,51,51,51,51
43805,51,51,51,51
44005,51,51,51,51
44205,51,51,51,51
44406,51,51,51,51
44606,51,51,51,51
44802,51,51,51,51
45002,51,51,51,51
45203,51,51,51,51
45403,51,51,51,51
45608,51,51,51,51
45808,51,51,51,51
46008,51,51,51,51
46209,51,51,51,51
46409,51,51,51,51
46614,51,51,51,51
46806,51,51,51,51
47006,51,51,51,51
47206,51,51,51,51
47407,51,51,51,51
47607,51,51,51,51
47802,51,51,51,51
48007,51,51,51,51
48208,51,51,51,51
48408,51,51,51,51
48608,51,51,51,51
48804,51,51,51,51
49005,51,51,51,51
49205,51,51,51,51
49405,51,51,51,51
49605,51,51,51,51
49806,51,51,51,51
50002,51,51,51,51
50207,51,51,51,51
50402,51,51,51,51
50607,51,51,51,51
50808,52,52,52,52
51013,52,52,52,52
51214,51,51,51,51
51409,51,51,51,51
51610,52,52,52,52
51815,52,52,52,52
52017,52,51,51,51
52205,51,51,51,51
52405,51,51,51,51
52605,51,51,51,51
52801,51,51,51,51
53002,51,51,51,51
53202,51,51,51,51
53402,51,51,51,51
53603,51,51,51,51
53807,51,51,51,51
