0,0,13
0,0,14
0,0,14
0,0,13
0,768000,15
10,768000,16
10,1400000,15
15,1400000,16
15,0,14
15,0,13
15,768000,15
25,768000,16
25,1400000,15
30,1400000,16
30,0,14
30,0,13
30,768000,15
40,768000,16
40,1400000,15
45,1400000,16
45,0,14
45,0,13
45,768000,15
55,768000,16
55,1400000,15
60,1400000,16
60,0,14
60,0,13
60,768000,15
70,768000,16
70,1400000,15
75,1400000,16
75,0,14
75,0,13
75,768000,15
85,768000,16
85,1400000,15
90,1400000,16
90,0,14
90,0,13
90,768000,15
100,768000,16
100,1400000,15
105,1400000,16
105,0,14
105,0,13
105,768000,15
115,768000,16
115,1400000,15
120,1400000,16
120,0,14
120,0,13
120,768000,15
130,768000,16
130,1400000,15
135,1400000,16
135,0,14
135,0,13
135,768000,15
145,768000,16
145,1400000,15
150,1400000,16
150,0,14
150,0,13
150,768000,15
160,768000,16
161,1400000,15
165,1400000,16
165,0,14
165,0,13
165,768000,15
175,768000,16
176,1400000,15
180,1400000,16
180,0,14
180,0,13
180,768000,15
191,768000,16
191,1400000,15
195,1400000,16
195,0,14
195,0,13
196,768000,15
206,768000,16
206,1400000,15
211,1400000,16
211,0,14
211,0,13
211,768000,15
221,768000,16
221,1400000,15
226,1400000,16
226,0,14
226,0,13
226,768000,15
236,768000,16
236,1400000,15
241,1400000,16
241,0,14
241,0,13
241,768000,15
251,768000,16
251,1400000,15
256,1400000,16
256,0,14
256,0,13
256,768000,15
266,768000,16
266,1400000,15
271,1400000,16
271,0,14
271,0,13
271,768000,15
281,768000,16
281,1400000,15
286,1400000,16
286,0,14
286,0,13
286,768000,15
296,768000,16
296,1400000,15
301,1400000,16
301,0,14
301,0,13
301,768000,15
311,768000,16
311,1400000,15
316,1400000,16
316,0,14
316,0,13
316,768000,15
326,768000,16
326,1400000,15
331,1400000,16
331,0,14
331,0,13
331,768000,15
341,768000,16
341,1400000,15
346,1400000,16
346,0,14
346,0,13
346,768000,15
356,768000,16
356,1400000,15
361,1400000,16
361,0,14
361,0,13
361,768000,15
371,768000,16
371,1400000,15
376,1400000,16
376,0,14
376,0,13
376,768000,15
386,768000,16
386,1400000,15
391,1400000,16
391,0,14
391,0,13
391,768000,15
401,768000,16
401,1400000,15
406,1400000,16
406,0,14
406,0,13
406,768000,15
416,768000,16
416,1400000,15
421,1400000,16
421,0,14
421,0,13
421,768000,15
431,768000,16
431,1400000,15
436,1400000,16
436,0,14
436,0,13
436,768000,15
446,768000,16
446,1400000,15
451,1400000,16
451,0,14
451,0,13
451,768000,15
461,768000,16
461,1400000,15
466,1400000,16
466,0,14
466,0,13
466,768000,15
476,768000,16
476,1400000,15
481,1400000,16
481,0,14
481,0,13
481,768000,15
491,768000,16
492,1400000,15
496,1400000,16
496,0,14
496,0,13
496,768000,15
507,768000,16
507,1400000,15
511,1400000,16
511,0,14
511,0,13
512,768000,15
522,768000,16
522,1400000,15
527,1400000,16
527,0,14
527,0,13
527,768000,15
537,768000,16
537,1400000,15
542,1400000,16
542,0,14
542,0,13
542,768000,15
552,768000,16
552,1400000,15
557,1400000,16
557,0,14
557,0,13
557,768000,15
567,768000,16
567,1400000,15
572,1400000,16
572,0,14
572,0,13
572,768000,15
582,768000,16
582,1400000,15
587,1400000,16
587,0,14
587,0,13
587,768000,15
597,768000,16
597,1400000,15
602,1400000,16
602,0,14
602,0,13
602,768000,15
612,768000,16
612,1400000,15
617,1400000,16
617,0,14
617,0,13
617,768000,15
627,768000,16
627,1400000,15
632,1400000,16
632,0,14
632,0,13
632,768000,15
642,768000,16
642,1400000,15
647,1400000,16
647,0,14
647,0,13
647,768000,15
657,768000,16
657,1400000,15
662,1400000,16
662,0,14
662,0,13
662,768000,15
672,768000,16
672,1400000,15
677,1400000,16
677,0,14
677,0,13
677,768000,15
687,768000,16
687,1400000,15
692,1400000,16
692,0,14
692,0,13
692,768000,15
702,768000,16
702,1400000,15
707,1400000,16
707,0,14
707,0,13
707,768000,15
717,768000,16
717,1400000,15
722,1400000,16
722,0,14
722,0,13
722,768000,15
732,768000,16
732,1400000,15
737,1400000,16
737,0,14
737,0,13
737,768000,15
747,768000,16
747,1400000,15
752,1400000,16
752,0,14
752,0,13
752,768000,15
762,768000,16
762,1400000,15
767,1400000,16
767,0,14
767,0,13
767,768000,15
777,768000,16
